header,program_time,accX,accY,accZ,gyroX,gyroY,gyroZ
246,14163,1.9600000381469727,4.050000190734863,4.699999809265137,0.01745329238474369,-0.02617993950843811,0.021816615015268326
246,15124,-1.2899999618530273,1.6399999856948853,-2.4000000953674316,0.009817477315664291,0.014180799946188927,0.003272492438554764
246,16143,-3.299999952316284,2.240000009536743,1.8600000143051147,0.0054541537538170815,0.0010908307740464807,0.003272492438554764
246,17160,-2.990000009536743,1.100000023841858,0.17000000178813934,0.0054541537538170815,0.004363323096185923,-0.004363323096185923
246,18083,-0.33000001311302185,1.1100000143051147,1.4299999475479126,-0.01636246219277382,-0.020725784823298454,0.015271631069481373
246,19204,-0.5099999904632568,-0.15000000596046448,0.07000000029802322,-0.009817477315664291,-0.004363323096185923,0.01745329238474369
246,20131,-0.09000000357627869,2.3299999237060547,-0.8100000023841858,-0.008726646192371845,0.010908307507634163,0.0021816615480929613
246,21159,0.05000000074505806,0.05999999865889549,-0.25999999046325684,-0.003272492438554764,-0.008726646192371845,0.0010908307740464807
246,22081,-0.03999999910593033,-0.07999999821186066,-0.23999999463558197,-0.0010908307740464807,0.0021816615480929613,-0.0010908307740464807
246,23062,-0.11999999731779099,-0.07000000029802322,-0.25999999046325684,-0.0010908307740464807,-0.007635815534740686,0.004363323096185923
246,24127,-0.12999999523162842,-0.019999999552965164,-0.2199999988079071,-0.0021816615480929613,-0.0010908307740464807,-0.0010908307740464807
246,25147,-0.17000000178813934,-0.05000000074505806,-0.28999999165534973,0.0,-0.008726646192371845,0.0
246,26065,-0.05000000074505806,0.009999999776482582,-0.30000001192092896,0.0010908307740464807,0.022907447069883347,-0.004363323096185923
246,27085,-0.05999999865889549,-0.05999999865889549,-0.2800000011920929,0.0010908307740464807,-0.004363323096185923,-0.0010908307740464807
246,28104,-0.029999999329447746,-0.009999999776482582,-0.25,0.0021816615480929613,-0.0010908307740464807,0.0
246,29121,-0.029999999329447746,-0.05999999865889549,-0.2800000011920929,0.0,-0.0054541537538170815,0.0021816615480929613
246,30041,0.03999999910593033,0.0,-0.2800000011920929,-0.0010908307740464807,0.0021816615480929613,-0.0010908307740464807
246,31068,0.009999999776482582,-0.029999999329447746,-0.23000000417232513,0.0010908307740464807,0.015271631069481373,-0.003272492438554764
246,32096,-0.05000000074505806,-0.029999999329447746,-0.27000001072883606,-0.0010908307740464807,-0.004363323096185923,-0.0010908307740464807
246,33118,-0.03999999910593033,0.029999999329447746,-0.27000001072883606,0.0021816615480929613,0.0054541537538170815,0.0010908307740464807
246,34138,0.0,-0.029999999329447746,-0.2800000011920929,0.0021816615480929613,0.011999138630926609,0.0
246,35062,0.019999999552965164,-0.09000000357627869,-0.23999999463558197,0.0010908307740464807,0.006544984877109528,-0.0010908307740464807
246,36091,0.0,0.029999999329447746,-0.25999999046325684,0.0010908307740464807,-0.003272492438554764,0.0010908307740464807
246,37121,-0.009999999776482582,-0.05000000074505806,-0.2800000011920929,0.0010908307740464807,-0.0021816615480929613,0.0
246,38142,-0.07000000029802322,-0.019999999552965164,-0.25999999046325684,0.0021816615480929613,0.003272492438554764,-0.0010908307740464807
246,39063,-0.019999999552965164,-0.009999999776482582,-0.2800000011920929,-0.0010908307740464807,0.0054541537538170815,-0.004363323096185923
246,40085,-0.11999999731779099,0.0,-0.30000001192092896,-0.0010908307740464807,-0.004363323096185923,0.0021816615480929613
246,41110,-0.09000000357627869,-0.07000000029802322,-0.25999999046325684,0.0010908307740464807,-0.0010908307740464807,0.0
246,42130,-0.029999999329447746,-0.07000000029802322,-0.2199999988079071,-0.0010908307740464807,-0.003272492438554764,0.0010908307740464807
246,43146,0.05999999865889549,-0.019999999552965164,-0.23999999463558197,0.0021816615480929613,0.010908307507634163,-0.0021816615480929613
246,44064,-0.1899999976158142,0.009999999776482582,-0.30000001192092896,-0.0010908307740464807,-0.004363323096185923,-0.004363323096185923
246,45081,0.0,-0.07000000029802322,-0.27000001072883606,-0.0021816615480929613,0.0021816615480929613,0.0
246,46096,-0.029999999329447746,-0.09000000357627869,-0.2800000011920929,0.0,0.0010908307740464807,-0.0021816615480929613
246,47116,-0.07999999821186066,-0.05999999865889549,-0.25999999046325684,0.0,-0.015271631069481373,0.0010908307740464807
246,48134,-0.07999999821186066,-0.05999999865889549,-0.25999999046325684,-0.0010908307740464807,0.015271631069481373,-0.003272492438554764
246,49049,-0.019999999552965164,-0.03999999910593033,-0.2800000011920929,0.0010908307740464807,0.007635815534740686,-0.0010908307740464807
246,50061,-0.019999999552965164,-0.029999999329447746,-0.28999999165534973,0.0021816615480929613,-0.0021816615480929613,0.0010908307740464807
246,51082,-0.029999999329447746,-0.019999999552965164,-0.27000001072883606,0.0,-0.0010908307740464807,0.0010908307740464807
246,52106,-0.029999999329447746,-0.019999999552965164,-0.25999999046325684,-0.0010908307740464807,0.0010908307740464807,0.0010908307740464807
246,53128,-0.09000000357627869,-0.07000000029802322,-0.23999999463558197,0.0,0.0054541537538170815,-0.0010908307740464807
246,54000,-0.07999999821186066,-0.009999999776482582,-0.25,0.0010908307740464807,-0.008726646192371845,0.0010908307740464807
246,55074,-0.07000000029802322,-0.029999999329447746,-0.2800000011920929,0.0010908307740464807,-0.003272492438554764,0.0
246,56094,-0.03999999910593033,0.0,-0.27000001072883606,0.0021816615480929613,-0.0010908307740464807,0.0010908307740464807
246,57118,-0.05999999865889549,-0.07999999821186066,-0.27000001072883606,0.0,0.0,0.0
246,58141,0.009999999776482582,-0.03999999910593033,-0.25999999046325684,-0.0021816615480929613,0.004363323096185923,0.0
246,59066,-0.03999999910593033,-0.029999999329447746,-0.25999999046325684,-0.0021816615480929613,-0.0010908307740464807,0.0
246,60091,-0.11999999731779099,-0.05999999865889549,-0.2199999988079071,0.0,0.0010908307740464807,-0.0010908307740464807
246,61107,-0.009999999776482582,-0.03999999910593033,-0.27000001072883606,0.0010908307740464807,0.004363323096185923,-0.0021816615480929613
246,62134,0.009999999776482582,-0.009999999776482582,-0.25,0.0,0.003272492438554764,0.0010908307740464807
246,63047,-0.03999999910593033,0.0,-0.2800000011920929,0.003272492438554764,0.0010908307740464807,0.0
246,64070,-0.05999999865889549,-0.03999999910593033,-0.30000001192092896,-0.0021816615480929613,0.0054541537538170815,-0.004363323096185923
246,65090,-0.009999999776482582,-0.07000000029802322,-0.27000001072883606,0.0010908307740464807,0.0,0.0
246,66110,0.009999999776482582,-0.019999999552965164,-0.25,-0.0021816615480929613,-0.013089969754219055,0.0
246,67127,-0.029999999329447746,-0.10000000149011612,-0.23000000417232513,-0.0010908307740464807,0.009817477315664291,0.0
246,68049,0.019999999552965164,0.10999999940395355,-0.30000001192092896,-0.0010908307740464807,-0.008726646192371845,0.0
246,68979,0.019999999552965164,0.019999999552965164,-0.28999999165534973,0.0010908307740464807,-0.0010908307740464807,-0.0010908307740464807
246,70079,0.09000000357627869,-0.05000000074505806,-0.27000001072883606,0.0,-0.010908307507634163,-0.0010908307740464807
246,71102,0.07000000029802322,-0.03999999910593033,-0.2800000011920929,-0.0010908307740464807,0.006544984877109528,0.0010908307740464807
246,72117,0.10999999940395355,-0.019999999552965164,-0.3100000023841858,0.0,0.0010908307740464807,-0.0021816615480929613
246,73133,0.17000000178813934,-0.07000000029802322,-0.28999999165534973,0.0010908307740464807,-0.003272492438554764,0.0021816615480929613
246,74046,0.14000000059604645,-0.07000000029802322,-0.20999999344348907,0.0010908307740464807,0.0021816615480929613,0.0
246,75063,0.07000000029802322,0.009999999776482582,-0.28999999165534973,-0.0010908307740464807,-0.0021816615480929613,0.0021816615480929613
246,76079,0.12999999523162842,-0.029999999329447746,-0.25999999046325684,-0.0010908307740464807,-0.0054541537538170815,0.0010908307740464807
246,77096,0.10000000149011612,-0.009999999776482582,-0.27000001072883606,0.0010908307740464807,0.004363323096185923,-0.0010908307740464807
246,78113,0.15000000596046448,-0.009999999776482582,-0.27000001072883606,0.0010908307740464807,-0.007635815534740686,0.0021816615480929613
246,79131,0.12999999523162842,-0.019999999552965164,-0.25999999046325684,0.0,-0.008726646192371845,0.0
246,80045,0.14000000059604645,-0.03999999910593033,-0.25999999046325684,-0.0010908307740464807,-0.003272492438554764,-0.0010908307740464807
246,81061,0.12999999523162842,0.0,-0.27000001072883606,0.0010908307740464807,-0.0010908307740464807,0.0021816615480929613
246,82074,0.1599999964237213,-0.019999999552965164,-0.2800000011920929,0.0010908307740464807,-0.0021816615480929613,-0.0010908307740464807
246,83095,0.14000000059604645,-0.05000000074505806,-0.25,0.0010908307740464807,-0.0010908307740464807,0.0
246,84109,0.12999999523162842,-0.05999999865889549,-0.2800000011920929,0.0,0.0010908307740464807,0.0
246,84904,0.1599999964237213,0.0,-0.25999999046325684,0.0,0.0010908307740464807,0.0010908307740464807
246,86040,0.14000000059604645,-0.03999999910593033,-0.25,0.0,0.0021816615480929613,0.0010908307740464807
246,87051,0.07999999821186066,-0.029999999329447746,-0.28999999165534973,0.0010908307740464807,0.0010908307740464807,-0.0010908307740464807
246,88071,0.09000000357627869,-0.019999999552965164,-0.28999999165534973,0.0010908307740464807,-0.003272492438554764,0.0
246,89084,0.09000000357627869,-0.019999999552965164,-0.27000001072883606,0.0,0.0,0.0
246,90098,0.07999999821186066,-0.05999999865889549,-0.2800000011920929,-0.0021816615480929613,-0.0054541537538170815,0.0010908307740464807
246,91108,0.03999999910593033,-0.05000000074505806,-0.27000001072883606,0.0021816615480929613,-0.003272492438554764,0.0010908307740464807
246,92122,0.10000000149011612,-0.029999999329447746,-0.25,0.0,0.004363323096185923,0.0
246,93135,0.07999999821186066,0.0,-0.25999999046325684,0.0,-0.010908307507634163,0.0010908307740464807
246,93889,0.10000000149011612,-0.009999999776482582,-0.2800000011920929,0.0,0.0010908307740464807,0.0
246,95072,0.17000000178813934,0.0,-0.27000001072883606,-0.0010908307740464807,0.014180799946188927,-0.0010908307740464807
246,96088,0.09000000357627869,0.15000000596046448,-0.3100000023841858,0.0010908307740464807,-0.0021816615480929613,0.0010908307740464807
246,97102,0.07999999821186066,-0.03999999910593033,-0.2800000011920929,0.0010908307740464807,-0.003272492438554764,0.0
246,98114,0.05999999865889549,0.009999999776482582,-0.25999999046325684,0.0,-0.007635815534740686,0.0010908307740464807
246,99130,0.09000000357627869,-0.009999999776482582,-0.27000001072883606,0.0,0.014180799946188927,-0.0010908307740464807
246,100043,0.0,-0.009999999776482582,-0.2800000011920929,0.0,0.0010908307740464807,-0.0010908307740464807
246,101160,0.019999999552965164,-0.019999999552965164,-0.25,-0.0010908307740464807,-0.003272492438554764,0.0010908307740464807
246,102080,0.0,-0.019999999552965164,-0.27000001072883606,0.0,-0.004363323096185923,0.0021816615480929613
246,103103,0.0,-0.10000000149011612,-0.20000000298023224,0.0021816615480929613,0.0054541537538170815,-0.0010908307740464807
246,104118,-0.05999999865889549,0.009999999776482582,-0.25,0.0,-0.0021816615480929613,-0.0010908307740464807
246,104890,0.029999999329447746,-0.05000000074505806,-0.23999999463558197,0.0010908307740464807,0.011999138630926609,-0.0010908307740464807
246,106054,0.07000000029802322,-0.029999999329447746,-0.25999999046325684,0.0010908307740464807,-0.004363323096185923,0.003272492438554764
246,107067,0.07999999821186066,-0.05000000074505806,-0.25,0.0010908307740464807,0.0,0.0021816615480929613
246,108087,0.07000000029802322,-0.05000000074505806,-0.25999999046325684,0.0,-0.003272492438554764,0.0010908307740464807
246,109102,0.09000000357627869,-0.05000000074505806,-0.28999999165534973,0.0010908307740464807,-0.0010908307740464807,-0.0010908307740464807
246,109889,0.10000000149011612,-0.019999999552965164,-0.27000001072883606,0.0,-0.003272492438554764,0.0010908307740464807
246,111131,0.07000000029802322,-0.14000000059604645,-0.25,0.0010908307740464807,0.0010908307740464807,0.0010908307740464807
246,112050,0.07999999821186066,-0.009999999776482582,-0.2800000011920929,0.0,0.0010908307740464807,-0.0010908307740464807
246,113062,0.10999999940395355,0.03999999910593033,-0.25999999046325684,0.0,-0.003272492438554764,0.0010908307740464807
246,114082,0.11999999731779099,0.019999999552965164,-0.27000001072883606,0.0,0.009817477315664291,-0.0010908307740464807
246,115100,0.019999999552965164,0.07000000029802322,-0.2800000011920929,0.0,0.0,-0.0021816615480929613
246,116112,0.10999999940395355,-0.029999999329447746,-0.28999999165534973,0.0010908307740464807,-0.0010908307740464807,0.0010908307740464807
246,117126,0.07000000029802322,0.029999999329447746,-0.25999999046325684,-0.003272492438554764,0.0010908307740464807,0.0
246,118040,0.009999999776482582,-0.029999999329447746,-0.25,0.003272492438554764,-0.013089969754219055,0.0
246,119054,0.019999999552965164,0.0,-0.28999999165534973,0.0,0.0,0.0021816615480929613
246,120065,0.019999999552965164,-0.03999999910593033,-0.25,0.0,0.0,0.0
246,121080,-0.009999999776482582,-0.009999999776482582,-0.27000001072883606,0.0010908307740464807,0.0,-0.0021816615480929613
246,122098,-0.029999999329447746,-0.019999999552965164,-0.28999999165534973,-0.0010908307740464807,0.006544984877109528,-0.0010908307740464807
246,123110,0.05000000074505806,0.019999999552965164,-0.2199999988079071,0.0010908307740464807,0.0054541537538170815,-0.0010908307740464807
246,124130,0.019999999552965164,0.0,-0.2800000011920929,0.0021816615480929613,-0.0010908307740464807,0.0
246,125149,0.03999999910593033,-0.05000000074505806,-0.27000001072883606,0.0,0.004363323096185923,0.0
246,126063,0.009999999776482582,-0.05999999865889549,-0.25,0.0010908307740464807,-0.0054541537538170815,-0.0021816615480929613
246,127076,0.05000000074505806,-0.07999999821186066,-0.25999999046325684,-0.003272492438554764,0.006544984877109528,0.0010908307740464807
246,128096,0.029999999329447746,-0.05999999865889549,-0.27000001072883606,-0.0010908307740464807,0.004363323096185923,-0.0021816615480929613
246,129115,0.029999999329447746,-0.029999999329447746,-0.2800000011920929,0.0010908307740464807,0.0054541537538170815,0.0
246,129895,0.05000000074505806,0.0,-0.25999999046325684,0.0010908307740464807,0.003272492438554764,0.0010908307740464807
246,131051,0.09000000357627869,0.07999999821186066,-0.23999999463558197,-0.0021816615480929613,-0.0010908307740464807,0.0
246,132069,0.029999999329447746,-0.05000000074505806,-0.2800000011920929,0.0,0.0010908307740464807,0.0010908307740464807
246,133082,0.07000000029802322,0.23999999463558197,-0.27000001072883606,-0.0021816615480929613,-0.006544984877109528,0.0010908307740464807
246,134098,-0.03999999910593033,0.23999999463558197,-0.20000000298023224,0.0054541537538170815,-0.006544984877109528,0.006544984877109528
246,135118,0.10000000149011612,-0.36000001430511475,-0.23000000417232513,0.004363323096185923,-0.003272492438554764,-0.0010908307740464807
246,136022,0.0,-0.009999999776482582,-0.28999999165534973,0.0010908307740464807,0.0010908307740464807,-0.0021816615480929613
246,137057,-0.009999999776482582,-0.09000000357627869,-0.27000001072883606,0.0010908307740464807,0.011999138630926609,-0.0021816615480929613
246,138074,-0.07000000029802322,-0.07000000029802322,-0.23999999463558197,0.0,0.0021816615480929613,0.0
246,139089,-0.15000000596046448,-0.4099999964237213,-0.27000001072883606,-0.0021816615480929613,0.003272492438554764,0.009817477315664291
246,140102,-0.07999999821186066,0.25999999046325684,-0.25,0.0,0.023998277261853218,-0.0010908307740464807
246,141118,0.14000000059604645,-0.019999999552965164,-0.41999998688697815,-0.0054541537538170815,-0.003272492438554764,0.0010908307740464807
246,142134,0.09000000357627869,-0.3400000035762787,0.20000000298023224,-0.006544984877109528,0.0054541537538170815,0.0
246,142899,-0.949999988079071,-0.05000000074505806,-0.1599999964237213,0.004363323096185923,0.023998277261853218,0.010908307507634163
246,144066,-0.05999999865889549,-0.23000000417232513,-0.11999999731779099,0.009817477315664291,0.01636246219277382,0.02617993950843811
246,145083,3.2200000286102295,1.7599999904632568,0.9800000190734863,0.014180799946188927,-0.008726646192371845,0.014180799946188927
246,146101,3.0399999618530273,-0.6299999952316284,7.880000114440918,0.018544122576713562,-0.030543262138962746,-0.03490658476948738
246,147119,1.8799999952316284,0.8600000143051147,-0.5799999833106995,0.039269909262657166,-0.03272492438554764,-0.006544984877109528
246,148135,-1.9600000381469727,3.7200000286102295,-3.0999999046325684,-0.03272492438554764,-0.01745329238474369,0.04145156964659691
246,149029,2.609999895095825,0.3199999928474426,1.4900000095367432,-0.009817477315664291,-0.030543262138962746,-0.008726646192371845
246,150064,6.5,1.2300000190734863,7.099999904632568,0.030543262138962746,-0.05017821490764618,-0.0054541537538170815
246,151080,1.059999942779541,-0.8299999833106995,3.130000114440918,0.013089969754219055,-0.04145156964659691,-0.037088245153427124
246,152095,-0.7900000214576721,1.409999966621399,-0.07000000029802322,-0.022907447069883347,0.037088245153427124,-0.038179077208042145
246,153118,0.9900000095367432,2.4800000190734863,-1.0199999809265137,0.014180799946188927,-0.004363323096185923,-0.0021816615480929613
246,154015,-0.4000000059604645,1.0399999618530273,-0.8799999952316284,-0.013089969754219055,0.008726646192371845,0.04254240170121193
246,155049,0.4699999988079071,2.680000066757202,-1.1799999475479126,0.004363323096185923,0.037088245153427124,0.09053895622491837
246,156067,4.210000038146973,1.5800000429153442,-0.3199999928474426,0.030543262138962746,0.015271631069481373,0.028361599892377853
246,157085,-1.159999966621399,3.549999952316284,-2.4000000953674316,-0.006544984877109528,-0.02508910745382309,-0.029452430084347725
246,158107,3.2300000190734863,1.2200000286102295,-0.8899999856948853,-0.006544984877109528,-0.039269909262657166,-0.027270769700407982
246,159129,0.3199999928474426,1.2400000095367432,-1.1799999475479126,0.004363323096185923,0.021816615015268326,-0.0010908307740464807
246,160147,1.6699999570846558,2.8299999237060547,-4.059999942779541,-0.013089969754219055,-0.05345070734620094,0.030543262138962746
246,161066,3.059999942779541,2.0,0.09000000357627869,0.010908307507634163,0.055632367730140686,-0.04036073759198189
246,162088,0.6499999761581421,2.619999885559082,0.7699999809265137,-0.06108652427792549,-0.03381575271487236,-0.014180799946188927
246,163102,0.38999998569488525,0.7900000214576721,-0.28999999165534973,0.015271631069481373,-0.0010908307740464807,0.018544122576713562
246,164118,1.7599999904632568,-1.7000000476837158,1.090000033378601,-0.009817477315664291,-0.013089969754219055,-0.0359974168241024
246,165132,0.5099999904632568,1.0499999523162842,-0.18000000715255737,0.004363323096185923,-0.021816615015268326,0.003272492438554764
246,166042,5.170000076293945,-0.5899999737739563,0.8299999833106995,0.010908307507634163,-0.03490658476948738,0.04036073759198189
246,167059,0.019999999552965164,-1.4800000190734863,-1.590000033378601,0.03272492438554764,0.09817477315664291,-0.0054541537538170815
246,168072,6.550000190734863,-1.3300000429153442,3.990000009536743,0.0010908307740464807,-0.019634954631328583,0.028361599892377853
246,169087,-0.25999999046325684,0.30000001192092896,-3.3399999141693115,0.015271631069481373,0.05672319978475571,0.0719948336482048
246,170102,-0.9800000190734863,-0.7099999785423279,-1.659999966621399,-0.029452430084347725,0.030543262138962746,0.038179077208042145
246,171113,5.980000019073486,-3.6600000858306885,3.6600000858306885,-0.014180799946188927,0.05672319978475571,0.06544984877109528
246,172128,0.36000001430511475,-1.840000033378601,0.11999999731779099,0.04036073759198189,0.0010908307740464807,0.0
246,173038,5.53000020980835,-0.9800000190734863,2.5999999046325684,0.029452430084347725,0.02508910745382309,0.020725784823298454
246,174059,2.7899999618530273,-0.2199999988079071,-2.1500000953674316,0.010908307507634163,0.03381575271487236,-0.003272492438554764
246,175075,2.5899999141693115,-0.9599999785423279,-1.0499999523162842,0.0,0.015271631069481373,0.0010908307740464807
246,176089,1.909999966621399,0.7300000190734863,0.14000000059604645,-0.0021816615480929613,0.013089969754219055,-0.021816615015268326
246,177110,1.25,-0.44999998807907104,-0.10999999940395355,0.009817477315664291,-0.0010908307740464807,-0.011999138630926609
246,178128,0.46000000834465027,-0.1599999964237213,-0.23000000417232513,0.0010908307740464807,-0.0054541537538170815,-0.0010908307740464807
246,178954,0.25999999046325684,0.11999999731779099,-0.25999999046325684,0.0,-0.004363323096185923,-0.0010908307740464807
246,180062,0.23999999463558197,-0.019999999552965164,-0.23999999463558197,-0.0010908307740464807,0.0021816615480929613,0.0010908307740464807
246,181078,0.17000000178813934,0.009999999776482582,-0.25,0.003272492438554764,0.009817477315664291,0.0
246,182095,0.07999999821186066,-0.05999999865889549,-0.25999999046325684,0.0,-0.008726646192371845,-0.0021816615480929613
246,183115,0.09000000357627869,0.03999999910593033,-0.25999999046325684,0.003272492438554764,0.010908307507634163,-0.0010908307740464807
246,184140,0.10000000149011612,-0.09000000357627869,-0.25999999046325684,0.0010908307740464807,-0.006544984877109528,-0.0021816615480929613
246,185163,0.18000000715255737,-0.09000000357627869,-0.25,-0.0010908307740464807,-0.009817477315664291,0.0021816615480929613
246,186077,0.1599999964237213,0.0,-0.25999999046325684,0.0,0.0021816615480929613,0.0
246,187100,0.1899999976158142,-0.029999999329447746,-0.23999999463558197,-0.0010908307740464807,-0.010908307507634163,0.0021816615480929613
246,188116,0.15000000596046448,-0.019999999552965164,-0.2800000011920929,0.0010908307740464807,0.013089969754219055,-0.0010908307740464807
246,189133,0.18000000715255737,-0.05999999865889549,-0.25,0.0,0.0010908307740464807,0.0010908307740464807
246,190047,0.05000000074505806,-0.009999999776482582,-0.3100000023841858,0.0010908307740464807,0.008726646192371845,0.0021816615480929613
246,191067,0.009999999776482582,-0.019999999552965164,-0.30000001192092896,-0.0010908307740464807,0.0021816615480929613,-0.003272492438554764
246,192082,0.03999999910593033,-0.05999999865889549,-0.30000001192092896,0.0010908307740464807,-0.0054541537538170815,0.003272492438554764
246,193099,0.009999999776482582,-0.05999999865889549,-0.27000001072883606,-0.0010908307740464807,-0.01745329238474369,0.0010908307740464807
246,194115,0.09000000357627869,-0.029999999329447746,-0.25999999046325684,-0.003272492438554764,0.0010908307740464807,-0.0010908307740464807
246,194991,0.10999999940395355,-0.05999999865889549,-0.27000001072883606,0.0010908307740464807,0.008726646192371845,-0.0010908307740464807
246,196051,0.0,-0.03999999910593033,-0.2800000011920929,0.003272492438554764,0.0021816615480929613,0.0021816615480929613
246,197064,0.0,-0.05000000074505806,-0.27000001072883606,-0.0010908307740464807,-0.003272492438554764,0.0010908307740464807
246,198079,-0.009999999776482582,-0.03999999910593033,-0.2800000011920929,0.0,0.004363323096185923,-0.0010908307740464807
246,199098,0.009999999776482582,-0.019999999552965164,-0.25999999046325684,-0.0021816615480929613,-0.0054541537538170815,0.0021816615480929613
246,200114,-0.009999999776482582,-0.03999999910593033,-0.23000000417232513,-0.0010908307740464807,0.0054541537538170815,0.0
246,201135,0.0,-0.10999999940395355,-0.27000001072883606,-0.0010908307740464807,-0.008726646192371845,-0.0010908307740464807
246,202049,0.0,-0.05999999865889549,-0.25,-0.0010908307740464807,0.004363323096185923,-0.0021816615480929613
246,203064,0.009999999776482582,0.05999999865889549,-0.30000001192092896,-0.0021816615480929613,-0.003272492438554764,0.0010908307740464807
246,204078,-0.07999999821186066,-0.05000000074505806,-0.27000001072883606,0.0010908307740464807,-0.0010908307740464807,0.0
246,205099,-0.14000000059604645,-0.07999999821186066,-0.23000000417232513,-0.0010908307740464807,-0.003272492438554764,0.0021816615480929613
246,206000,-0.14000000059604645,-0.029999999329447746,-0.25,0.0,0.008726646192371845,-0.0021816615480929613
246,206974,-0.07000000029802322,-0.029999999329447746,-0.23999999463558197,0.0,0.010908307507634163,-0.0021816615480929613
246,208053,-0.09000000357627869,-0.05000000074505806,-0.3100000023841858,0.0010908307740464807,0.0021816615480929613,-0.0021816615480929613
246,209069,-0.07000000029802322,0.019999999552965164,-0.28999999165534973,-0.0010908307740464807,0.0,0.0
246,210088,-0.10000000149011612,-0.029999999329447746,-0.2800000011920929,-0.0021816615480929613,0.0054541537538170815,-0.0021816615480929613
246,211102,-0.12999999523162842,0.029999999329447746,-0.30000001192092896,0.0,-0.006544984877109528,0.0010908307740464807
246,212122,-0.11999999731779099,0.11999999731779099,-0.23999999463558197,0.0,-0.0021816615480929613,-0.0010908307740464807
246,213134,-0.05000000074505806,-0.09000000357627869,-0.25999999046325684,-0.0010908307740464807,0.015271631069481373,-0.0021816615480929613
246,214055,0.07999999821186066,-0.10999999940395355,-0.25999999046325684,-0.003272492438554764,0.008726646192371845,0.0
